2021-07-03 19:46:38.048082	0	0	0
2021-07-03 19:46:38.126213	0	0	0
2021-07-03 19:46:38.219965	0	0	0
2021-07-03 19:46:38.313689	0	0	0
2021-07-03 19:46:38.407432	0	0	0
2021-07-03 19:46:38.516799	0	0	0
2021-07-03 19:46:38.594919	0	0	0
2021-07-03 19:46:38.673038	0	0	0
2021-07-03 19:46:38.766782	0	0	0
2021-07-03 19:46:38.891772	0	0	0
2021-07-03 19:46:38.969894	0	0	0
2021-07-03 19:46:39.048012	0	0	0
2021-07-03 19:46:39.126132	0	0	0
2021-07-03 19:46:39.204250	0	0	0
2021-07-03 19:46:39.282370	0	0	0
2021-07-03 19:46:39.360490	0	0	0
2021-07-03 19:46:39.438609	0	0	0
2021-07-03 19:46:39.516742	0	0	0
2021-07-03 19:46:39.594848	0	0	0
2021-07-03 19:46:39.672970	0	0	0
2021-07-03 19:46:39.782350	0	0	0
2021-07-03 19:46:39.860455	0	0	0
2021-07-03 19:46:39.969836	0	0	0
2021-07-03 19:46:40.047941	0	0	0
2021-07-03 19:46:40.126061	0	0	0
2021-07-03 19:46:40.219806	0	0	0
2021-07-03 19:46:40.297924	0	0	0
2021-07-03 19:46:40.407295	0	0	0
2021-07-03 19:46:40.501035	0	0	0
2021-07-03 19:46:40.594793	0	0	0
2021-07-03 19:46:40.704144	0	0	0
2021-07-03 19:46:40.797890	0	0	0
2021-07-03 19:46:40.907255	0	0	0
2021-07-03 19:46:41.001000	0	0	0
2021-07-03 19:46:41.110367	0	0	0
2021-07-03 19:46:41.219735	0	0	0
2021-07-03 19:46:41.329116	0	0	0
2021-07-03 19:46:41.407221	0	0	0
2021-07-03 19:46:41.500963	0	0	0
2021-07-03 19:46:41.594708	0	0	0
2021-07-03 19:46:41.704089	0	0	0
2021-07-03 19:46:41.797819	0	0	0
2021-07-03 19:46:41.907186	0	0	0
2021-07-03 19:46:42.016567	0	0	0
2021-07-03 19:46:42.110296	0	0	0
2021-07-03 19:46:42.188415	0	0	0
2021-07-03 19:46:42.282160	0	0	0
2021-07-03 19:46:42.360279	0	0	0
2021-07-03 19:46:42.454021	0	0	0
2021-07-03 19:46:42.547766	0	0	0
2021-07-03 19:46:42.641508	0	0	0
2021-07-03 19:46:42.735252	0	0	0
2021-07-03 19:46:42.829010	0	0	0
2021-07-03 19:46:42.922740	0	0	0
2021-07-03 19:46:43.032107	0	0	0
2021-07-03 19:46:43.110226	0	0	0
2021-07-03 19:46:43.219594	0	0	0
2021-07-03 19:46:43.328961	0	0	0
2021-07-03 19:46:43.438342	0	0	0
2021-07-03 19:46:43.532071	0	0	0
2021-07-03 19:46:43.625829	0	0	0
2021-07-03 19:46:43.703948	0	0	0
2021-07-03 19:46:43.797677	0	0	0
2021-07-03 19:46:43.875812	0	0	0
2021-07-03 19:46:43.969541	0	0	0
2021-07-03 19:46:44.078908	0	0	0
2021-07-03 19:46:44.172651	0	0	0
2021-07-03 19:46:44.266394	0	0	0
2021-07-03 19:46:44.360140	0	0	0
2021-07-03 19:46:44.438271	0	0	0
2021-07-03 19:46:44.547638	0	0	0
2021-07-03 19:46:44.641370	0	0	0
2021-07-03 19:46:44.735111	0	0	0
2021-07-03 19:46:44.813231	0	0	0
2021-07-03 19:46:44.891352	0	0	0
2021-07-03 19:46:44.985108	0	0	0
2021-07-03 19:46:45.094475	0	0	0
2021-07-03 19:46:45.188205	0	0	0
2021-07-03 19:46:45.297573	0	0	0
2021-07-03 19:46:45.406939	0	0	0
2021-07-03 19:46:45.500683	0	0	0
2021-07-03 19:46:45.594440	0	0	0
2021-07-03 19:46:45.688170	0	0	0
2021-07-03 19:46:45.797545	0	0	0
2021-07-03 19:46:45.875656	0	0	0
2021-07-03 19:46:45.985024	0	0	0
2021-07-03 19:46:46.078766	0	0	0
2021-07-03 19:46:46.172511	0	0	0
2021-07-03 19:46:46.281892	0	0	0
2021-07-03 19:46:46.375621	0	0	0
2021-07-03 19:46:46.484989	0	0	0
2021-07-03 19:46:46.578730	0	0	0
2021-07-03 19:46:46.672476	0	0	0
2021-07-03 19:46:46.781843	0	0	0
2021-07-03 19:46:46.859963	0	0	0
2021-07-03 19:46:46.969330	0	0	0
2021-07-03 19:46:47.063072	0	0	0
2021-07-03 19:46:47.141207	0	0	0
2021-07-03 19:46:47.234936	0	0	0
2021-07-03 19:46:47.344303	0	0	0
